city,name,review_count,rating,category,attributes,longitude,latitude
Istanbul,Yavuz Sultan Selim Bridge,4754,4.3,Bridge,,29.1124375,41.2028125
Istanbul,Yunus Emre Heykeli,34,4.3,Sculpture,,29.0335625,40.9853125
Istanbul,Atik Valide Mosque,1110,4.8,Mosque,"Stalwart, 16th-century mosque complex with multiple buildings, colorful interiors & cozy courtyards.",29.02375,41.01875
Istanbul,Instagrammable Wall,9,2.4,Tourist attraction,,28.9765625,41.0258125
Istanbul,Bosphorus,121,4.7,Park,,29.0233125,41.0328125
Kuala Lumpur,Taman Tasik Metropolitan Kepong,4747,4.3,Park,"This 95-hectare park includes open space for kite flying, cycling trails & a lake with a boathouse.",101.649563,3.2286875
Kuala Lumpur,Batu Caves,54729,4.4,Shrine,"Limestone caves at the top of steep steps housing Hindu temples & shrines, plus a huge deity statue.",101.684063,3.2379375
Kuala Lumpur,Menara Kuala Lumpur,25972,4.4,Observation deck,"One of the world's tallest, this landmark tower offers scenic city views & a revolving restaurant.",101.703813,3.1528125
Kuala Lumpur,Merdeka Square,34266,4.4,Historical landmark,This landmark square has a 96m flagpole to mark the site of the first Malayan flag-raising.,101.693688,3.1490625
Kuala Lumpur,Central Market,37425,4.3,Market,"Cultural heritage site with restored art deco facade offering shopping, eateries & an outdoor stage.",101.695438,3.1453125
Kuala Lumpur,Aquaria KLCC,26731,4.3,Aquarium,"Expansive aquarium offering 5,000 exhibits, a clear tunnel, feeding shows & shark cage dives.",101.713062,3.1530625
Kuala Lumpur,Kuala Lumpur City Gallery,2107,4.3,Tourist attraction,"Information hub with souvenirs & art for sale, maps, cultural exhibits & a gift-making workshop.",101.693312,3.1471875
Kuala Lumpur,Sunway Lagoon,18925,4.5,Theme park,"Sprawling amusement park with a water zone, rides, a zoo & outdoor activities, plus dining & events.",101.605313,3.0715625
Kuala Lumpur,KLCC Park,44579,4.6,Park,"50-acre respite offering a kids' playground, paths, a wading pool & choreographed fountain displays.",101.715188,3.1545625
Kuala Lumpur,KL Bird Park,10390,4.4,Animal park,"Thousands of colourful birds in free-roaming areas, walk-through aviaries & traditional enclosures.",101.68875,3.14375
Kuala Lumpur,Perdana Botanical Garden,21797,4.4,Botanical garden,"Botanical gardens featuring tropical plants & rare fruit trees, plus a fish pond, waterfall & cafe.",101.684688,3.1430625
Kuala Lumpur,Royal Selangor Visitor Centre,3770,4.5,Tourist attraction,Visitor center taking guests through the history of Royal Selangor's pewter manufacturing.,101.724562,3.1963125
Kuala Lumpur,Chinatown Kuala Lumpur,8745,4.0,Tourist attraction,A large covered market lies at the heart of this district that is home to many Chinese businesses.,101.697437,3.1451875
Kuala Lumpur,KL Forest Eco Park,7276,4.2,National forest,"Situated within the city, this rain forest has several nature trails & a forest canopy walkway.",101.702063,3.1509375
Kuala Lumpur,Kuala Lumpur Butterfly Park,3441,4.1,Park,"Expansive plant- & flower-filled garden with over 5,000 butterflies, koi ponds & a gift shop.",101.688938,3.1458125
Kuala Lumpur,Masjid Jamek Sultan Abdul Samad,8732,4.6,Mosque,"Opened in 1909, this colorful, airy mosque once served as the main mosque in the city.",101.695688,3.1489375
Kuala Lumpur,Sultan Abdul Samad Building,1230,4.5,Heritage building,Grand 1800s government building featuring copper domes & a large clocktower with a 1-ton bell.,101.694437,3.1485625
Kuala Lumpur,National Monument,2961,4.4,War memorial,Round 41m obelisk honoring those who died in the 1945 Battle of Surabaya against the British.,101.68375,3.14875
Kuala Lumpur,National Mosque of Malaysia,11696,4.7,Mosque,"Hosting up to 15,000 worshippers, Malaysia's national mosque has gardens, a library & a prayer hall.",101.691813,3.1419375
Kuala Lumpur,Thean Hou Temple,8192,4.5,Buddhist temple,"6-tiered temple built in 1989, featuring a prayer hall with 3 altars & ornate, colorful details.",101.688063,3.1221875
Kuala Lumpur,National Museum,9205,4.3,Museum,Interactive museum of Malaysian culture & history from prehistoric times to the present day.,101.687437,3.1376875
Kuala Lumpur,Petrosains The Discovery Centre,4286,4.6,Science museum,"Modern museum focused on the science & technology of the energy industry, with a cafe & gift shop.",101.711937,3.1579375
Kuala Lumpur,Berjaya Times Square Theme Park,3243,4.3,Theme park,Indoor theme park on floors 5 & 7 of a mall with rides for adrenaline rushes & small children.,101.710688,3.1421875
Kuala Lumpur,MinNature Malaysia,252,4.7,Tourist attraction,,101.710938,3.1440625
Kuala Lumpur,Petronas Towers,86694,4.7,Observatory,"Once the world's tallest, these 88-story towers bear a modern Islamic design & a visitor skybridge.",101.711937,3.1578125
Kuala Lumpur,Kolam Biru,80,4.5,Tourist attraction,"Urban river confluence with blue illuminations, a musical fountain & mist effects.",101.695438,3.1481875
Kuala Lumpur,I Love KL Statue,186,4.4,Tourist attraction,"Whimsical art installation with a giant red heart & letters, where passersby pose for pictures.",101.693438,3.1473125
Kuala Lumpur,KL Highland,195,4.5,Tourist attraction,,101.759188,3.1103125
Kuala Lumpur,Laman Perdana,82,4.5,Tourist attraction,,101.684688,3.1428125
Kuala Lumpur,Symphony Lake Water Show,463,4.5,Tourist attraction,"Elaborate nightly fountain shows, including music & coloured lights, at a manmade lake.",101.712812,3.1568125
Kuala Lumpur,Museum Of Illusions Kuala Lumpur,756,4.5,Modern art museum,Tricks of the brain & the eye are on display at this family attraction with a gift store.,101.712187,3.1471875
Kuala Lumpur,Kuala Lumpur Railway Station,44,4.2,Tourist attraction,,101.693688,3.1396875
Kuala Lumpur,Kwai Chai Hong ,1194,4.3,Tourist attraction,,101.697563,3.1414375
Kuala Lumpur,The Federal Territory Mosque,6310,4.8,Mosque,"Tours & events are offered at this huge, stately mosque with many domes & architectural styles.",101.670437,3.1720625
Kuala Lumpur,Golden Triangle,184,4.6,Tourist attraction,,101.712688,3.1589375
Kuala Lumpur,Petaling Street Market,22178,4.0,Market,"Bustling shopping district with haggling vendors offering a range of goods, from clothing to food.",101.697688,3.1443125
Kuala Lumpur,Bamboo Playhouse,163,4.3,Tourist attraction,,101.683938,3.1429375
Kuala Lumpur,Sunken Garden,28,4.3,Garden,"A former playground, now a round garden with formal plantings around a star-shaped pond.",101.683313,3.1448125
Kuala Lumpur,KL Tower Mini Zoo,1288,4.2,Zoo,"Small indoor/outdoor zoo showcasing animals such as meerkats, parrots, llamas & tortoises.",101.703188,3.1525625
Kuala Lumpur,Jalan Alor KL Street Art 1 Lane,816,4.1,Tourist attraction,,101.709187,3.1470625
Kuala Lumpur,Chan She Shu Yuen Clan Ancestral Hall,346,4.2,Tourist attraction,"Cantonese-style heritage building with gilded carvings, rooftop figurines & a small museum.",101.698438,3.1403125
Kuala Lumpur,Sin Sze Si Ya Temple,1808,4.3,Taoist temple,,101.696438,3.1455625
Kuala Lumpur,Pavilion Crystal Fountain,234,4.6,Tourist attraction,,101.712938,3.1481875
Kuala Lumpur,KidZania Kuala Lumpur,2475,4.4,Children's amusement center,"Sprawling children's theme park offering immersive career role-play, from firefighter to surgeon.",101.613813,3.1580625
Kuala Lumpur,Masjid Jamek Lookout Point @ River of Life,203,4.5,Tourist attraction,,101.695188,3.1470625
Kuala Lumpur,KL Upside Down House,1750,3.8,Museum,"Furniture is arranged on the ceiling at this quirky, 2-story home built upside down.",101.702813,3.1514375
Kuala Lumpur,Victoria Fountain,39,4.4,Tourist attraction,,101.693813,3.1476875
Kuala Lumpur,Plaza Tugu Negara,238,4.4,National park,,101.684813,3.1499375
Kuala Lumpur,Little India,8328,4.2,Market,"Colorful markets with stalls selling clothes & jewelry, plus restaurants serving South Asian dishes. · Dine-in · Takeaway",101.684063,3.1291875
Kuala Lumpur,Islamic Arts Museum Malaysia,2606,4.6,Art museum,"Contemporary museum offering displays of historical Islamic items, plus a restaurant & library.",101.689937,3.1418125
Kuala Lumpur,Lake Gardens Kuala Lumpur Botanical Gardens,520,4.5,Park,,101.681812,3.1465625
Kuala Lumpur,Istana Terengganu Kuala Lumpur,60,4.4,Tourist attraction,,101.722312,3.1504375
Kuala Lumpur,Lake Garden - Kuala Lumpur,60,4.6,Park,,101.686062,3.1436875
Kuala Lumpur,Swiss Dream Circus Malaysia Tour,10,4.9,Tourist attraction,,101.636688,3.1870625
Kuala Lumpur,River of Life - Precint Brickfields,10,4.6,Tourist attraction,,101.683813,3.1251875
Kuala Lumpur,Sky Deck KL Tower,1515,4.5,Observation deck,"At 300m above the city, a viewing deck popular for panoramic photos taken from the glass Sky Box.",101.703688,3.1528125
Kuala Lumpur,Orang Asli Crafts Museum,32,4.4,Museum,,101.688438,3.1376875
Kuala Lumpur,National Palace,6869,4.3,Historical landmark,"An iconic landmark, this grand royal palace with golden domes is a popular place to take photos.",101.664937,3.1611875
Kuala Lumpur,Sam Kow Tong Temple,57,4.5,Buddhist temple,,101.688688,3.1325625
Kuala Lumpur,Illusion 3D Art Museum,469,4.1,Modern art museum,"Sprawling, popular museum features dozens of hand-painted, interactive 3-dimensional artwork.",101.695688,3.1464375
Kuala Lumpur,ASEAN Sculpture Garden,3514,4.3,Park,Landscaped garden showcasing prize-winning sculptures by artists from ASEAN member countries.,101.684813,3.1494375
Kuala Lumpur,Taman Connaught Night Market,1539,4.1,Night market,Inexpensive clothes & hawker fare are on offer at this lively weekly Wednesday-night market.,101.735063,3.0814375
Kuala Lumpur,National Zoo of Malaysia,14696,4.0,Zoo,"Open-concept zoo featuring a wide range of domestic & exotic animals, from elephants to seals.",101.759188,3.2101875
Kuala Lumpur,Medan Pasar Clock Tower Old Market Square Clock Tower,84,4.3,Historical landmark,,101.695938,3.1473125
Kuala Lumpur,Kepong Botanic Gardens | FRIM - Forest Research Institute Malaysia,552,4.3,Park,,101.623313,3.2248125
Kuala Lumpur,Bank Negara Malaysia Museum and Art Gallery BNM MAG,2083,4.5,Museum,"Modern museum featuring a collection of Malaysian & Southeast Asian art, plus a gift shop & cafe.",101.690938,3.1579375
Kuala Lumpur,Graffiti alley,17,3.8,Tourist attraction,,101.709563,3.1470625
Kuala Lumpur,St Mary's Cathedral Kuala Lumpur,415,4.7,Anglican church,"Restored Anglican cathedral constructed in 1895 with a Henry Willis pipe organ, annex & library.",101.693438,3.1504375
Kuala Lumpur,Ilham Gallery,525,4.6,Art gallery,"Gallery showcasing Asian contemporary & modern paintings & sculpture, with a gift shop.",101.718687,3.1590625
Kuala Lumpur,Taman Tasik Ampang Hilir,3480,4.2,Park,,101.743438,3.1528125
Kuala Lumpur,Art House Gallery Museum of Ethnic Arts,138,4.4,Art museum,,101.695563,3.1464375
Kuala Lumpur,Porte Cochere,21,4.5,Tourist attraction,,101.714313,3.1491875
Kuala Lumpur,Passage of Time' mural,,,Tourist attraction,,101.699687,3.1576875
Kuala Lumpur,Kuala Lumpur City Tour,75,5.0,Tour operator,,101.713438,3.1539375
Kuala Lumpur,Pintu Gerbang Kampung Baru Kuala Lumpur,96,4.2,Tourist attraction,,101.702938,3.1624375
Kuala Lumpur,Bukit Jalil Recreational Park North Entrance,983,4.4,Park,,101.679312,3.0503125
Kuala Lumpur,TTDI Park,1162,4.5,Park,,101.631937,3.1475625
Kuala Lumpur,99 Wonderland Park,3581,4.1,Park,,101.664313,3.2364375
Kuala Lumpur,Lake Garden Clock Tower,5,4.0,Tourist attraction,,101.685813,3.1488125
Kuala Lumpur,Pasar Seni,390,4.3,Tourist attraction,,101.695313,3.1451875
Kuala Lumpur,Dataran Medan Pasar,58,4.2,Historical landmark,"Popular open plaza lined with vibrant historical edifices, offering public outdoor performances.",101.695938,3.1474375
Kuala Lumpur,Kampung Baru Jamek Mosque,4110,4.7,Mosque,,101.703438,3.1641875
Kuala Lumpur,Istana Perlis Kuala Lumpur,34,4.3,Tourist attraction,,101.722187,3.1513125
Kuala Lumpur,Catholic Church of The Holy Rosary,391,4.6,Catholic church,,101.692813,3.1368125
Kuala Lumpur,PBRBCHEE CHOK LIAN ,21,4.6,Tourist attraction,,101.610438,3.2121875
Kuala Lumpur,Ketumbar Hill,1079,4.4,Hiking area,,101.753188,3.1030625
Kuala Lumpur,Asy-Syakirin Mosque KLCC,2593,4.7,Mosque,"In a bustling urban locale, this Islamic mosque features a futuristic design & a 10,000+ capacity.",101.716062,3.1571875
Kuala Lumpur,Old Kuala Lumpur Street Art,5,4.8,Tourist attraction,,101.698062,3.1414375
Kuala Lumpur,Blue Coral Aquarium KL Tower,122,3.2,Aquarium,,101.703438,3.1525625
Kuala Lumpur,Eco Ride Malaysia,4,5.0,Tourist attraction,,101.674062,3.0949375
Kuala Lumpur,Kuan Yin Temple,54,4.0,Place of worship,,101.698938,3.1395625
Kuala Lumpur,Sri Kandaswamy Temple,336,4.5,Hindu temple,"Vibrant Hindu temple featuring an ornate, multilevel entrance, stone columns & landscaped grounds.",101.693562,3.1338125
Kuala Lumpur,Alor Backspace Street Art,26,4.5,Tourist attraction,,101.709187,3.1471875
Kuala Lumpur,Korttu Malai Pillayar Temple,1736,4.8,Hindu temple,,101.700562,3.1466875
Kuala Lumpur,Umbrella Walk Brickfields Street Art,12,3.8,Tourist attraction,,101.688063,3.1326875
Kuala Lumpur,Jump Street Asia Kuala Lumpur,1645,4.3,Recreation center,,101.634063,3.1171875
Kuala Lumpur,Nicholas Choong Chinatown Wall Art Mural MRT Pasar Seni,,,Tourist attraction,,101.696813,3.1424375
Kuala Lumpur,Menara Bertingkat,5,4.8,Tourist attraction,,101.648938,3.2256875
Kuala Lumpur,Segitiga Bersejarah,,,Park,,101.696688,3.1461875
Kuala Lumpur,Sri Bintang Hill Trail,872,4.6,Hiking area,,101.643813,3.1841875
Kuala Lumpur,Sree Veera Hanuman Temple,1212,4.8,Hindu temple,,101.692437,3.1353125
Kuala Lumpur,Kuala Lumpur City Tour - D Asia Travels,4,4.3,Tourist attraction,,101.697063,3.1605625
Kuala Lumpur,The Jelutong Tree,3,4.7,Tourist attraction,,101.703438,3.1529375
Kuala Lumpur,Aveling Steam Roller,2,5.0,Tourist attraction,,101.693938,3.1510625
Kuala Lumpur,Wall Art Changkat Bukit Bintang,4,5.0,Tourist attraction,,101.709063,3.1476875
Kuala Lumpur,Brickfields colorful backlane,2,3.5,Tourist attraction,,101.688188,3.1328125
Kuala Lumpur,The Grand Steps at Lalaport BBCC,,,Tourist attraction,,101.707688,3.1413125
Kuala Lumpur,Sri Maha Mariamman Temple,3510,4.4,Hindu temple,"1800s Hindu temple, Kuala Lumpur's oldest, featuring a monumental, ornately carved entrance tower.",101.696438,3.1434375
Kuala Lumpur,Taman Bukit Teratai Park,118,4.1,Park,,101.768062,3.1133125
Kuala Lumpur,Kampung Batu Wall Mural by meykamal,1,5.0,Tourist attraction,,101.675687,3.2050625
Kuala Lumpur,Alsiddiq,118,4.0,Park,,101.710188,3.1474375
Kuala Lumpur,#Tanahairku Mural Kuala lumpur,2,2.5,Tourist attraction,,101.703813,3.1503125
Kuala Lumpur,Masjid Al Bukhari,2479,4.7,Mosque,,101.704813,3.1394375
Kuala Lumpur,Murals or street art on Lorong Tuanku Abdul Rahman,4,4.3,Tourist attraction,,101.696563,3.1565625
Kuala Lumpur,Peeing Boy Statue,,,Tourist attraction,,101.711813,3.1445625
Kuala Lumpur,Bukit Bintang Crossing,11,4.7,Tourist attraction,,101.711313,3.1466875
Kuala Lumpur,Jalan Rembia Street Art,2,5.0,Tourist attraction,,101.70875,3.14625
Kuala Lumpur,ChangkatTunkuHill,4,4.5,Tourist attraction,,101.67875,3.16125
Kuala Lumpur,Simfoni Lake Water Show,9,4.8,Tourist attraction,,101.712938,3.1565625
Kuala Lumpur,Shree Lakshmi Narayan Mandir,615,4.7,Hindu temple,,101.683563,3.1745625
Kuala Lumpur,Karnival Keluarga Street 2022,,,Tourist attraction,,101.718562,3.1473125
Kuala Lumpur,Taman Awam Kuala Lumpur Convention Centre KLCC,12,4.8,Park,,101.713062,3.1550625
Kuala Lumpur,Saidina Abu Bakar As-Siddiq Mosque,2607,4.8,Mosque,,101.672062,3.1296875
Kuala Lumpur,Court Hill Ganesh Temple,495,4.8,Hindu temple,,101.700562,3.1466875
Kuala Lumpur,KLCC Observation Deck,112,4.5,Observatory,Observation deck strung between Kuala Lumpur's twin landmark Petronas Towers skyscrapers.,101.712063,3.1581875
Kuala Lumpur,Lake Garden @ Bangsar South,28,4.3,Park,,101.666563,3.1118125
Kuala Lumpur,Freedom Lawn Area KL,265,4.6,City park,,101.69375,3.14875
Kuala Lumpur,Pasar Malam Taman Connaught,3813,4.1,Night market,,101.737563,3.0814375
Kuala Lumpur,Pavilion Kuala Lumpur,51450,4.6,Shopping mall,"Vast, upscale indoor mall home to luxury & mainstream retailers & dozens of global eateries.",101.713188,3.1489375
Kuala Lumpur,Brickfields Shivan Temple,267,4.5,Hindu temple,,101.687813,3.1306875
Kuala Lumpur,Sri Ganesar Temple,196,4.8,Hindu temple,,101.733688,3.1401875
Kuala Lumpur,Suria KLCC,62500,4.5,Shopping mall,"Opened in 1998, this retail mall on 6 floors houses shops & services, plus eateries & a prayer room.",101.712187,3.1576875
Kuala Lumpur,Bukit Nanas Forestry Information Centre,21,3.9,Park,,101.701937,3.1499375
Kuala Lumpur,Chocolate Museum Kuala Lumpur,921,3.9,Museum,"Museum with displays about the history of chocolate, demonstrations, tastings & a retail store.",101.568688,3.1560625
Kuala Lumpur,Lostgens',46,4.2,Art center,,101.697187,3.1419375
Kuala Lumpur,Cathedral Of St John the Evangelist Kuala Lumpur,838,4.6,Catholic cathedral,,101.699188,3.1500625
Kuala Lumpur,Micro Satelite Station,4,4.5,Park,,101.688313,3.1400625
Kuala Lumpur,Dewan Filharmonik PETRONAS,496,4.8,Concert hall,Classical music hall featuring a 885-seat theater with an adjustable ceiling for optimum acoustics.,101.712187,3.1576875
Kuala Lumpur,Arabian Park,9,4.1,Park,,101.710188,3.1474375
London,Barbican Conservatory,522,4.6,Garden,"Glass-roofed, leafy sanctuary features tropical plants and trees, birdlife and exotic fish.",-0.0931875,51.5200625
London,Soho Square Gardens,5456,4.3,Park,Green escape from the hustle of central London - a shady space moments from a busy nightlife area.,-0.1320625,51.5153125
London,Duck Island Cottage,171,4.6,Historical landmark,,-0.1300625,51.5030625
London,Temple Church,1999,4.6,Church,"Church of England church built by the Knights Templar and made famous by the author, Dan Brown.",-0.1103125,51.5133125
London,Cutty Sark,17067,4.5,Maritime museum,Museum arranged around the eponymous ship that used to speed tea from Asia to Victorian Britain.,-0.0095625,51.4828125
London,Royal Botanic Gardens Kew,38711,4.7,Botanical garden,Trees and flowers from around the globe in vast gardens with huge greenhouses and Treetop Walkway.,-0.2955625,51.4786875
London,Thames River Sightseeing,302,4.5,Tourist attraction,,-0.1231875,51.5020625
London,Russell Square,8039,4.4,Park,"Large Georgian square with statue of founder, the Duke of Bedford, plaza and water feature.",-0.1259375,51.5216875
London,Statue of Queen Victoria,7,3.7,Tourist attraction,,-0.1044375,51.5111875
London,Harry Potter Studio Tour,442,4.8,Tourist attraction,,-0.4181875,51.6910625
London,Tate Modern,62694,4.5,Art gallery,"Modern-art gallery with international works on display, plus a cafe with panoramic river views.",-0.0993125,51.5075625
London,The London eye,,,Tourist attraction,,-0.1195625,51.5033125
London,Tower Hill Memorial,318,4.6,War memorial,Stone and bronze memorial listing the names of Mercantile Marine casualties from WWI and WWII.,-0.0775625,51.5095625
London,Royal Armouries: White Tower,278,4.5,National museum,Historic weaponry and armour on display in the White Tower at the Tower of London.,-0.0735625,51.5086875
London,Hidden London TFL Down Street Churchill's Secret Station,32,4.7,Heritage museum,Pre-booked guided tours of an abandoned tube station that was used by Churchill as a WWII shelter.,-0.1478125,51.5045625
London,Immersive Gamebox - London Southbank,1172,4.9,Tourist attraction,Immersive experience featuring an array of hi-tech arcade-style games & challenges.,-0.1034375,51.5041875
London,Walthamstow Wetlands London Wildlife Trust,2119,4.5,Nature preserve,"Urban nature reserve comprising 10 reservoirs, with birdwatching plus a cafe & visitors centre.",-0.0541875,51.5854375
London,Day and Light statue,2,4.5,Tourist attraction,,-0.0824375,51.5060625
London,Shaftesbury Memorial Fountain,666,4.5,Historical landmark,"Iconic winged sculpture, widely believed to be Eros, topping a landmark Victorian memorial fountain.",-0.1344375,51.5099375
London,Shakespeare's Globe,17377,4.6,Performing arts theater,"Oak-and-thatch replica of original Elizabethan theatre, showing Shakespeare plays in the open air.",-0.0971875,51.5080625
London,Statue Of The Duke Of Wellington,73,4.4,Monument,,-0.1514375,51.5029375
London,London Oratory,1029,4.7,Catholic church,"Ornately decorated, 19th-century Roman Catholic church with regular masses and musical recitals.",-0.1699375,51.4965625
London,Salt Tower,4,4.5,Tourist attraction,,-0.0750625,51.5074375
London,Croisire sur la tamise,,,Tourist attraction,,-0.1356875,51.4974375
London,Guildhall Art Gallery,1008,4.6,Art gallery,"Museum showing 17th-century portraits & other works tracing city history, plus a Roman amphitheater.",-0.0914375,51.5155625
London,Huntfun Covent Garden,13,4.9,Tourist attraction,,-0.1230625,51.5115625
London,London Mithraeum,2005,4.5,Historical place museum,Archeological remains of a temple dedicated to Roman god Mithras at Bloomberg's 3.2-acre complex.,-0.0904375,51.5123125
London,Royal Opera House,6978,4.8,Opera house,Performances by Royal Opera and Royal Ballet companies in stately Covent Garden theatre.,-0.1221875,51.5129375
London,Jubilee Park & Garden,1331,4.5,Park,"Space created in 2012 for the Royal Jubilee and opened by the Queen, with flowerbeds and lawns.",-0.1181875,51.5040625
London,Smallest House of London,5,4.6,Tourist attraction,,-0.1638125,51.5129375
London,Thorpe Park Resort,27228,4.3,Tourist attraction,"Rides and slides for all ages, plus annual passes, events and a large choice of food outlets.",-0.5124375,51.4050625
London,Australian War Memorial London,106,4.5,Monument,,-0.1515625,51.5021875
London,Ganton Street Lights,4,4.5,Tourist attraction,,-0.1391875,51.5129375
London,Kyoto Garden,8632,4.7,Garden,"Garden with colourful plants, shrubs and water features, created by eminent Japanese designer.",-0.2046875,51.5029375
London,The British Library,2035,4.5,Library,Library containing the Magna Carta and handwritten Beatles lyrics on some 400 miles of shelves.,-0.1276875,51.5299375
London,Prime Meridian,4123,4.5,Historical landmark,"Historic meridian line demarcating the earth's western & eastern hemispheres, plus a small museum.",-0.0014375,51.4779375
London,Freud Museum London,1122,4.6,Museum,"Freud family home from 1938 to the early 1980s, has Sigmund's couch, his many antiquities and books.",-0.1773125,51.5483125
London,Chessington World of Adventures Resort,23575,4.1,Theme park,"Relaxed rooms, some with safari views, in a pair of theme park hotels offering informal dining.",-0.3191875,51.3471875
London,Curious clock,1,5.0,Tourist attraction,,-0.1060625,51.5133125
London,William Wallace Memorial,157,4.5,Historical landmark,,-0.1003125,51.5181875
London,London Zoo,2,4.5,Tourist attraction,,-0.1534375,51.5353125
London,Westminster and Royal London Walking Tour,,,Tourist attraction,,-0.1281875,51.5073125
London,Queen's Tower,65,4.4,Historical landmark,,-0.1768125,51.4983125
London,Primrose Hill,11471,4.7,Park,"This popular grassy hill is known for its views of London, as well as Shakespeare's Tree.",-0.1606875,51.5395625
London,Mural,,,Tourist attraction,,-0.0718125,51.5305625
London,Architecture Of Life Walking Tour,7,5.0,Tourist attraction,,-0.1190625,51.5036875
London,Historic Royal Palaces,65,4.7,Historical place museum,,-0.0760625,51.5080625
London,Queen Caroline's Temple,51,4.1,Monument,,-0.1760625,51.5063125
London,WWT London Wetland Centre,2745,4.6,Wildlife park,"Wetland nature reserve with 6 bird spotting hides plus a cafe, daily tours and specialist talks.",-0.2354375,51.4765625
London,Piccadilly Circus Central London,158,4.8,Tourist attraction,,-0.1344375,51.5099375
London,Millennium Bridge,13038,4.6,Bridge,Elegant steel suspension footbridge crossing the Thames from the Tate Modern to St Paul's Cathedral.,-0.0985625,51.5095625
London,Palace of Westminster,3845,4.6,Government office,Neo-Gothic masterpiece and seat of the UK government. Guided tours on Saturdays and in summer.,-0.1248125,51.4994375
London,City Cruises London Westminster Pier,1110,4.3,Tourist attraction,,-0.1231875,51.5016875
London,Natural History Museum,17963,4.7,Museum,"Landmark museum of animals and natural phenomena, with hands-on exhibits and animatronic dinosaurs.",-0.1763125,51.4966875
London,Admiralty Arch,915,4.5,Historical place,"Edwardian landmark building, formerly government offices, featuring archway entrance to the Mall.",-0.1286875,51.5068125
London,Tate Britain,15714,4.7,Art gallery,"Imposing gallery with historic and contemporary British art, notable for its JMW Turner collection.",-0.1278125,51.4910625
London,Sky Garden,45837,4.7,Scenic spot,"Known as the walkie talkie due to its unique shape, this skyscraper features a top-floor restaurant.",-0.0835625,51.5111875
London,Victoria and Albert Museum,46286,4.7,Museum,"Blockbuster exhibitions and permanent decorative arts collection, with design shop and ornate cafe.",-0.1721875,51.4966875
London,The Graffiti Tunnel,1295,4.7,Tourist attraction,Pedestrian tunnel under Waterloo station covered in legal street art & graffiti.,-0.1155625,51.5018125
London,Parliament Hill Viewpoint,3270,4.7,Tourist attraction,"Grassy, romantic hilltop park with benches & iconic views of the London skyline.",-0.1596875,51.5596875
London,St Paul's Cathedral,33641,4.6,Cathedral,"Churchyard and gardens outside Saint Paul's cathedral, with a floor-plan of the original building.",-0.0983125,51.5138125
London,Museum of London,14999,4.6,Museum,Artifacts and interactives chronicle London's turbulent history from pre-Roman to modern times.,-0.0968125,51.5175625
London,The Crown Jewels,763,4.6,Tourist attraction,Tower of London attraction with a collection of historic royal diamonds & gemstones on display.,-0.0763125,51.5085625
London,Kensington Gardens,24879,4.7,Park,"Expansive park containing Kensington Palace and the Diana, Princess of Wales Memorial Playground.",-0.1791875,51.5069375
London,London Eye River Cruise,996,4.6,Tourist attraction,River cruise taking 40-minutes past city landmarks with a commentary & multi-language audio guides.,-0.1183125,51.5029375
London,London Bridge,42432,4.6,Bridge,Concrete pedestrian and traffic bridge that gave a major railway station its name.,-0.0876875,51.5079375
London,Royal Observatory Greenwich,15308,4.5,Observatory,"Wren's 18th-century astronomical observatory on the Prime Meridian, now a museum with a planetarium.",-5.625E-4,51.4768125
London,The National Gallery,40352,4.7,Art museum,Trafalgar Square art museum whose masterworks trace the development of Western European painting.,-0.1283125,51.5089375
London,Tower of London - Lanthorn Tower,108,4.6,Tourist attraction,,-0.0756875,51.5073125
London,HMS Belfast,10416,4.6,Museum,"9-deck WWII warship-turned-museum with naval guns, permanently moored on the Thames.",-0.0814375,51.5065625
London,St James's Park,50123,4.7,Park,"Green space with a lake with daily pelican feeding, a grass-roofed cafe and ceremonial displays.",-0.1348125,51.5024375
London,London Transport Museum,8290,4.5,Museum,"World's leading museum of urban transport with galleries of vintage London trams, trains & buses.",-0.1215625,51.5119375
London,Up at The O2,1765,4.7,Tourist attraction,"Adventure experience made up of a guided climb across arena roof, with scenic views of landmarks.",0.00375,51.50125
London,Kensington Palace,22931,4.5,Historical place,"Royal palace and gardens, with exhibits on former residents like Queen Victoria and Princess Diana.",-0.1876875,51.5049375
London,Shrek's Adventure London,5485,4.1,Tourist attraction,"Family-friendly attraction based on the film ""Shrek"" with a 4D movie & interactive fairy tale shows.",-0.1193125,51.5019375
London,ArcelorMittal Orbit,2711,4.3,Tourist attraction,Tall sculpture built for the 2012 Olympic Games offering panoramic views & a looping tunnel slide.,-0.0128125,51.5383125
London,The Regent's Park,39175,4.7,Park,"Modern, glass-clad cafe and sports administrative centre, with pitches and changing rooms.",-0.1569375,51.5313125
London,London Wall,540,4.5,Tourist attraction,Route from the Tower of London to the Museum of London featuring Roman wall ruins & other landmarks.,-0.0760625,51.5099375
London,Hyde Park,110893,4.7,Park,"Huge green space, home to Diana Memorial Fountain, with boating and swimming in the Serpentine lake.",-0.1656875,51.5073125
London,Tower Bridge,125373,4.7,Bridge,Panoramic views from high-level walkways and behind-the-scenes access to original lifting machinery.,-0.0753125,51.5054375
London,The British Museum,127026,4.7,Museum,"Huge showcase for global antiquities, including Egyptian mummies and ancient Greek sculptures.",-0.1269375,51.5194375
